accreditation,category,duration,name,organization,reviews,score,subscription_type,subscription_value,weekly_study
False,Creative Arts & Media,3 weeks,Culture in the Digital Age,European University Institute (EUI),11,3.9 ,Unlimited subscription,€23.99/month,3 hours
False,History,6 weeks,Genetic Genealogy: Researching your Family Tree using DNA,University of Strathclyde,,,Unlimited subscription,€23.99/month,4 hours
False,Teaching,3 weeks,Educating for Sustainable Development (ESD) in Schools and Universities,UCL (University College London) ,,,Unlimited subscription,€23.99/month,3 hours
False,Healthcare & Medicine,5 weeks,Chronic Respiratory Diseases (CRD) in Primary Care Settings,The University of Edinburgh,44,4.7 ,Unlimited subscription,€23.99/month,3 hours
False,Teaching,6 weeks,Guided Case Study of an English Language Learner,Wintec,,,Premium course,€14,2 hours
False,Nature & Environment,4 weeks,Building Pathology: The Science Behind Why Buildings Fail,Universiti Malaya,,,Unlimited subscription,€23.99/month,3 hours
False,Healthcare & Medicine,2 weeks,Edward Jenner: 0 - An Introduction to Personal Development,NHS Leadership Academy ,184,4.7 ,Unlimited subscription,€23.99/month,3 hours
True,Teaching,3 weeks,Design and Prototype Embedded Computer Systems,Raspberry Pi Foundation,26,4.6 ,Unlimited subscription,€23.99/month,2 hours
False,Teaching,2 weeks,Connecting Across the Culture and Heritage Sector in Aotearoa New Zealand,Museum of New Zealand Te Papa Tongarewa,,,Unlimited subscription,€23.99/month,1 hour
False,Nature & Environment,2 weeks,Ecology and Wildlife Conservation,University of Leeds,268,4.6 ,Unlimited subscription,€23.99/month,2 hours
False,Study Skills,2 weeks,Critical Thinking at University: An Introduction,University of Leeds,133,4.7 ,Unlimited subscription,€23.99/month,4 hours
False,Teaching,6 weeks,"Education for All: Disability, Diversity and Inclusion ",University of Cape Town,222,4.7 ,Unlimited subscription,€23.99/month,3 hours
False,IT & Computer Science,2 weeks,Computer Programming for Everyone,University of Leeds,868,4.7 ,Unlimited subscription,€23.99/month,2 hours
False,Business & Management,2 weeks,Communication and Interpersonal Skills at Work,University of Leeds,1694,4.8 ,Unlimited subscription,€23.99/month,2 hours
True,Business & Management,2 weeks,Business Ethics: Exploring Big Data and Tax Avoidance,University of Leeds,37,4.8 ,Unlimited subscription,€23.99/month,4 hours
True,Teaching,3 weeks,An Introduction to Computer Networking for Teachers,Raspberry Pi Foundation,111,4.7 ,Unlimited subscription,€23.99/month,2 hours
False,Healthcare & Medicine,2 weeks,Anatomy: Know Your Abdomen,University of Leeds,233,4.7 ,Unlimited subscription,€23.99/month,2 hours
True,Healthcare & Medicine,3 weeks,Tackling Antimicrobial Resistance: A Social Science Approach,BSAC,7,4.7 ,Unlimited subscription,€23.99/month,2 hours
False,Nature & Environment,2 weeks,Renewable Energy: Sustainable Electricity Supply with Microgrids,University of Leeds,,,Unlimited subscription,€23.99/month,4 hours
False,Teaching,4 weeks,Study UK: Prepare to Study and Live in the UK,British Council,188,4.9 ,Digital upgrade,Free,3 hours
False,Healthcare & Medicine,2 weeks,Organ Donation: The Essentials for Healthcare Professionals,"St George's, University of London",25,4.5 ,Unlimited subscription,€23.99/month,2 hours
False,Healthcare & Medicine,4 weeks,Nutrition in the Health Sector,The University of Adelaide,,,Unlimited subscription,€23.99/month,2 hours
False,Language,4 weeks,Intermediate French: Working in the French-Speaking World,The Open University,,,Part of ExpertTrack,€36/month,4 hours
False,Language,4 weeks,Intermediate French: Leisure and Culture,The Open University,,,Part of ExpertTrack,€36/month,4 hours
True,Language,2 weeks,Introduction to Intercultural Studies: Language and Culture,University of Leeds,56,4.5 ,Unlimited subscription,€23.99/month,5 hours
False,Language,4 weeks,Intermediate French: Jobs and Training,The Open University,,,Part of ExpertTrack,€36/month,4 hours
False,Study Skills,2 weeks,Interdisciplinary Learning: Working Across Disciplines,University of Leeds,14,4.5 ,Unlimited subscription,€23.99/month,4 hours
False,Creative Arts & Media,2 weeks,Innovation: the Fashion Industry,University of Leeds,58,4.6 ,Unlimited subscription,€23.99/month,2 hours
True,Teaching,3 weeks,Improving Computing Classroom Practice Through Action Research,Raspberry Pi Foundation,11,4.9 ,Unlimited subscription,€23.99/month,2 hours
False,Teaching,3 weeks,How to Use Data in Assessment for Learning,ACER (Australian Council for Educational Research),,,Unlimited subscription,€23.99/month,1 hour
False,Business & Management,3 weeks,How to Succeed at: Interviews,The University of Sheffield,467,4.7 ,Unlimited subscription,€23.99/month,3 hours
False,Nature & Environment,2 weeks,Food Science and Nutrition: From the Farm to You,University of Leeds,63,4.3 ,Unlimited subscription,€23.99/month,2 hours
True,Law,2 weeks,Incarceration: Are Prisons a Suitable Punishment?,University of Leeds,151,4.7 ,Unlimited subscription,€23.99/month,4 hours
False,Politics & Society,6 weeks,Football: More than a Game,The University of Edinburgh,51,4.6 ,Unlimited subscription,€23.99/month,3 hours
False,Business & Management,3 weeks,Exploring Instructional Leadership in Education,British Council,13,4.8 ,Digital upgrade,Free,4 hours
True,Teaching,3 weeks,Impact of Technology: How To Lead Classroom Discussions,Raspberry Pi Foundation,41,4.8 ,Unlimited subscription,€23.99/month,2 hours
False,IT & Computer Science,4 weeks,Introduction to JavaScript,Packt,,,Premium course,€79,3 hours
True,Teaching,4 weeks,Programming 101: An Introduction to Python for Educators,Raspberry Pi Foundation,329,4.8 ,Unlimited subscription,€23.99/month,2 hours
False,Study Skills,3 weeks,Preparing to Learn Online at University,University of Leeds,28,4.8 ,Unlimited subscription,€23.99/month,2 hours
False,Teaching,4 weeks,Programming Pedagogy in Primary Schools: Developing Computing Teaching,Raspberry Pi Foundation,49,4.6 ,Unlimited subscription,€23.99/month,2 hours
False,Nature & Environment,2 weeks,Planet Earth: Understanding and Protecting our Environment,University of Leeds,9,4.8 ,Unlimited subscription,€23.99/month,3 hours
False,Creative Arts & Media,2 weeks,Physical Theatre: Exploring the Slap,University of Leeds,36,4.4 ,Unlimited subscription,€23.99/month,2 hours
False,Nature & Environment,2 weeks,Learning for a Sustainable Future: Live at COP27,The University of Edinburgh,69,4.8 ,Digital upgrade,Free,5 hours
False,Language,2 weeks,Let’s Learn Portuguese Language: Basic Conversation Skills,Universiti Malaya,,,Unlimited subscription,€23.99/month,2 hours
False,Study Skills,2 weeks,Learning Online: Studying and Reflecting,University of Leeds,21,4.7 ,Unlimited subscription,€23.99/month,2 hours
False,Study Skills,2 weeks,Learning Online: Researching Your Project,University of Leeds,64,4.5 ,Unlimited subscription,€23.99/month,2 hours
False,Study Skills,2 weeks,Introduction to Research Ethics: Working with People,University of Leeds,96,4.8 ,Unlimited subscription,€23.99/month,4 hours
False,Study Skills,2 weeks,Learning Online: Communicating and Collaborating,University of Leeds,75,4.5 ,Unlimited subscription,€23.99/month,2 hours
False,"Science, Engineering & Maths",3 weeks,Laser Safety Awareness,UK Health Security Agency,,,Premium course,€204,2 hours
False,IT & Computer Science,4 weeks,Introduction to Programming with Scratch,Raspberry Pi Foundation,14,4.9 ,Unlimited subscription,€23.99/month,2 hours
False,Politics & Society,4 weeks,Investigating a Murder with Forensic Psychology,The Open University,80,4.5 ,Unlimited subscription,€23.99/month,3 hours
False,Study Skills,2 weeks,Learning Online: Managing Your Online Identity,University of Leeds,24,4.8 ,Unlimited subscription,€23.99/month,2 hours
accreditation,category,duration,name,organization,reviews,score,subscription_price,subscription_type,weekly_study
False,Psychology & Mental Health,4 weeks,Mindfulness for Wellbeing and Peak Performance,Monash University,1126,4.9 ,€23.99/month,Unlimited subscription,3 hours
False,Psychology & Mental Health,8 weeks,Forensic Psychology: Witness Investigation,The Open University,467,4.8 ,€23.99/month,Unlimited subscription,3 hours
False,Language,4 weeks,Fall in Love with Mandarin,National Yang Ming Chiao Tung University,54,4.3 ,€23.99/month,Unlimited subscription,1 hour
False,Teaching,6 weeks,English in Early Childhood: Language Learning and Development,British Council,576,4.8 ,€23.99/month,Unlimited subscription,2 hours
True,Psychology & Mental Health,4 weeks,Understanding Autism,The University of Kent,958,4.7 ,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,3 weeks,How to Fundraise: A Guide to Fundraising for Non-Fundraisers,The University of Kent,99,4.8 ,€23.99/month,Unlimited subscription,4 hours
False,Nature & Environment,4 weeks,Making Climate Adaptation Happen: Governing Transformation Strategies for Climate Change,University of Groningen,35,4.5 ,€23.99/month,Unlimited subscription,4 hours
False,Healthcare & Medicine,2 weeks,Virtual Work Experience and Exploring the Veterinary Profession,The University of Nottingham,428,4.8 ,€23.99/month,Unlimited subscription,3 hours
False,Teaching,5 weeks,Becoming a Better Music Teacher,ABRSM,130,4.7 ,€23.99/month,Unlimited subscription,3 hours
False,Psychology & Mental Health,6 weeks,Psychology and Mental Health: Beyond Nature and Nurture,University of Liverpool,153,4.8 ,€23.99/month,Unlimited subscription,3 hours
True,Psychology & Mental Health,4 weeks,The Many Faces of Dementia,UCL (University College London) ,368,4.8 ,€23.99/month,Unlimited subscription,2 hours
True,Business & Management,2 weeks,Professional Resilience: Building Skills to Thrive at Work,Deakin University,649,4.8 ,€23.99/month,Unlimited subscription,3 hours
True,Nature & Environment,5 weeks,Animal Feed Production: Feed Safety,EIT Food,5,4.0 ,€74,Premium course,4 hours
False,Teaching,4 weeks,Teaching English Online,Cambridge University Press & Assessment,1708,4.9 ,€23.99/month,Unlimited subscription,5 hours
False,Healthcare & Medicine,4 weeks,Perioperative Medicine in Action,UCL (University College London) ,167,4.7 ,€23.99/month,Unlimited subscription,3 hours
False,Healthcare & Medicine,4 weeks,A Beginner’s Guide to Healthy Eating,The University of Adelaide,,,€23.99/month,Unlimited subscription,1 hour
True,IT & Computer Science,8 weeks,Introduction to Cyber Security,The Open University,452,4.7 ,€23.99/month,Unlimited subscription,3 hours
False,Teaching,4 weeks,Motivating Gen Z Learners: What Parents and Teachers Need to Know,"Nanyang Technological University, Singapore",,,€23.99/month,Unlimited subscription,3 hours
True,Healthcare & Medicine,3 weeks,Non-Invasive Prenatal Testing (NIPT): An Introduction for Healthcare Professionals,"St George's, University of London",23,4.7 ,€23.99/month,Unlimited subscription,2 hours
False,Business & Management,4 weeks,Introduction to Corporate Treasury,The Association of Corporate Treasurers,,,€23.99/month,Unlimited subscription,4 hours
False,IT & Computer Science,4 weeks,Intermediate and Advanced Javascript,Packt,,,€79,Premium course,3 hours
True,Healthcare & Medicine,3 weeks,Healthcare Selection and Recruitment: Design and Deliver Effective Multiple Mini Interviews (MMIs),"St George's, University of London",6,4.7 ,€23.99/month,Unlimited subscription,2 hours
False,Language,3 weeks,Introduction to Dutch,University of Groningen,378,4.8 ,€23.99/month,Unlimited subscription,3 hours
False,Teaching,6 weeks,Guided Case Study of an English Language Learner,Wintec,,,€14,Premium course,2 hours
False,Teaching,3 weeks,Educating for Sustainable Development (ESD) in Schools and Universities,UCL (University College London) ,,,€23.99/month,Unlimited subscription,3 hours
False,History,6 weeks,Genetic Genealogy: Researching your Family Tree using DNA,University of Strathclyde,,,€23.99/month,Unlimited subscription,4 hours
False,Creative Arts & Media,4 weeks,Film Distribution: Connecting Films with Audiences,Film Distributors' Association,88,4.7 ,€23.99/month,Unlimited subscription,3 hours
False,Creative Arts & Media,3 weeks,Culture in the Digital Age,European University Institute (EUI),11,3.9 ,€23.99/month,Unlimited subscription,3 hours
False,Healthcare & Medicine,4 weeks,Enteral Nutrition in Preterm Infants: ESPGHAN Recommendations,The European Society for Paediatric Gastroenterology Hepatology and Nutrition (ESPGHAN),,,€23.99/month,Unlimited subscription,3 hours
False,Healthcare & Medicine,2 weeks,Edward Jenner: 0 - An Introduction to Personal Development,NHS Leadership Academy ,184,4.7 ,€23.99/month,Unlimited subscription,3 hours
False,Nature & Environment,4 weeks,Building Pathology: The Science Behind Why Buildings Fail,Universiti Malaya,,,€23.99/month,Unlimited subscription,3 hours
False,Nature & Environment,4 weeks,Achieving Transitions to Zero Carbon Emissions and Sustainable Urban Mobility,UCL (University College London) ,,,€23.99/month,Unlimited subscription,2 hours
False,Healthcare & Medicine,5 weeks,Chronic Respiratory Diseases (CRD) in Primary Care Settings,The University of Edinburgh,44,4.7 ,€23.99/month,Unlimited subscription,3 hours
False,Healthcare & Medicine,4 weeks,Nutrition in the Health Sector,The University of Adelaide,,,€23.99/month,Unlimited subscription,2 hours
False,Teaching,6 weeks,"Education for All: Disability, Diversity and Inclusion ",University of Cape Town,222,4.7 ,€23.99/month,Unlimited subscription,3 hours
False,Nature & Environment,2 weeks,Ecology and Wildlife Conservation,University of Leeds,268,4.6 ,€23.99/month,Unlimited subscription,2 hours
True,Teaching,3 weeks,Design and Prototype Embedded Computer Systems,Raspberry Pi Foundation,26,4.6 ,€23.99/month,Unlimited subscription,2 hours
False,IT & Computer Science,2 weeks,Computer Programming for Everyone,University of Leeds,868,4.7 ,€23.99/month,Unlimited subscription,2 hours
